,Ruling,Name,Quote,Description,Date
206,true,Cory Booker,Says the U.S. Senate is “dominated by millionaires” and that he is “not one of them.”,an interview,"July 30, 2020 "
207,true,Instagram posts,"""The GOP lawyer who helped Kanye West get on the ballot in Wisconsin is actively working for Donald Trump's campaign.""",a tweet,"August 5, 2020 "
208,true,M.J. Hegar,"Says 1 in 5 Texans did not have health insurance coverage before the pandemic, and now “nearly 1 in 3 Texans under the age of 65 don’t have access to health care insurance.”",a speech,"July 22, 2020 "
209,true,Joe Biden,"On home health workers’ low pay and limited benefits, “40% are still on SNAP or Medicaid.”",a campaign speech,"July 21, 2020 "
210,true,Donald Trump,“Murders this year have spiked 27% in Philadelphia.”,a speech,"July 22, 2020 "
211,true,Public Citizen,"“Taxpayers spent $70,000,000 to develop this drug ( remdesivir).""",a tweet,"June 29, 2020 "
212,true,Mike Gallagher,"""The average family in America forks over more of their hard-earned income to their local hospital than to the IRS.”",a TV interview,"June 25, 2020 "
213,true,Sunny Hostin,"“Homicides are intraracial. When you look at white-on-white crime, it's 84%. Right? Homicides. White people kill white people.”","an episode of ABC's ""The View""","July 15, 2020 "
214,true,Chris  Hayes,"""Higher education is one of America's strongest export sectors. Over 1 million international students studied at American universities, (in the) 2018-19 school year. They contributed over $40 billion to the economy.”",a TV segment,"July 7, 2020 "
215,true,Ron McMullen,Former U.S. Vice President Richard Mentor Johnson was a slave owner married to one of his slaves and father of two children with her.,an op-ed,"June 23, 2020 "
216,true,John Cornyn,The United States has not completed a “top-to-bottom review of our criminal justice system at the national level since 1965.”,an interview,"June 11, 2020 "
217,true,Dan Forest,"""North Carolina is one of four states"" that hasn't opened gyms.",a tweet,"June 22, 2020 "
218,true,Priorities USA Action,"Says President Trump said coronavirus testing makes the U.S. look bad, ""so I said to my people, ‘Slow the testing down.’""",a digital ad,"June 22, 2020 "
219,true,Facebook posts,"Says a 1942 Milwaukee YMCA brochure shows children playing a violent, racist carnival game",a Facebook post,"June 12, 2020 "
220,true,Jeanette Kowalik,"""Our health department, our city and our county declared racism as a public health crisis last year.”","an appearance on WISN-TV's ""UpFront""","June 14, 2020 "
221,true,Monica Wallace,Significantly more people died of Covid-19 in two months than died of overdoses all of last year or the year before.,a newspaper interview,"June 8, 2020 "
222,true,Desiree Rogers,"In COVID-19 crisis, “only 20% of African Americans had jobs where they could work from home.”",an interview on CNN,"June 10, 2020 "
223,true,George Borrello,"“Infection rates in Allegany, Cattaraugus and Chautauqua counties have consistently been among the lowest in the state.”",a press release,"May 11, 2020 "
224,true,Sara Meaney,"“Since the week ending March 14, Wisconsin actually saw a drop in tourism spending compared to last year of $1.7 billion.”",a TV interview,"May 24, 2020 "
225,true,Planned Parenthood,"""If Roe is overturned, Wisconsin has a law on the books that would immediately make abortion a crime.”",news release,"March 4, 2020 "
226,true,Joe Biden,"“Today, the gap between African American and white homeownership is larger than it was in the late 1960s.”",a USA Today op-ed,"June 10, 2020 "
227,true,Glenn Grothman,“Research illustrates a clear correlation between vitamin D deficiencies and (higher) COVID-19 mortality rates.”,news release,"May 21, 2020 "
228,true,Darren Jackson,“Two-thirds of Americans disapprove of Donald Trump not wearing a face mask in public.”,a tweet,"May 27, 2020 "
229,true,Facebook posts,Says gloves shouldn’t be worn in public because “if you are wearing the same set of gloves all over town you are only spreading germs everywhere you go.”,a Facebook post,"May 5, 2020 "
230,true,American Automobile Association,“New York is one of only 12 states where the average gallon of gas costs more than $2.00.”,a news report,"April 27, 2020 "
231,true,Chris Kapenga,Says it’s illegal to hold an absentee-only election or mail ballots to every registered voter,an email,"April 6, 2020 "
232,true,Jamie Nadler,“Small trials” to test convalescent plasma therapy for coronavirus patients “seem to have had some degree of success.”,a newspaper interview,"April 14, 2020 "
233,true,Veronica Escobar,Says Texas “either is near the bottom or at the very bottom when it comes to testing per capita.”,an interview,"April 22, 2020 "
234,true,Jay Chaudhuri,"North Carolina is ""in the small minority of states that requires an absentee ballot to be signed by two witnesses or a notary public.""",an op-ed,"April 10, 2020 "
235,true,Levar Stoney,Virginia has “lagged behind other states when it comes to (covid-19) testing.”,a radio interview.,"April 10, 2020 "
236,true,Joe Biden,"“Until this week, they [OSHA] weren’t even enforcing these guidelines [for coronavirus]. Still today, OSHA is not specifying which rules employees must follow or how to keep their workers safe and healthy.”",comments at a virtual town hall meeting,"April 15, 2020 "
237,true,Facebook posts,"“The poor are, ironically, the most likely to be employed in the industries deemed ‘essential’ while their upper-class peers are freed to bunker down for weeks until the first death wave passes.”",a Facebook post,"March 18, 2020 "
238,true,Andrew Cuomo,"“Go look at other countries that went through exactly this, started to reopen, and then they saw the infection rate go back up again.”",a news conference,"April 14, 2020 "
239,true,Facebook posts,“Africans living in China now being forced to sleep outside in the cold” as “Chinese nationals blame them for the rising number of new coronavirus cases in the country.”,a post on Facebook,"April 16, 2020 "
240,true,Barack Obama,"Republicans “have shown themselves willing to cut millions off their health insurance and eliminate preexisting condition protections for millions more, even in the middle of this public health crisis.""",his online video endorsement of Joe Biden for president,"April 14, 2020 "
241,true,Jack Whitver,"Before COVID-19, “Iowa had one of the lowest unemployment rates in the country, and many employers were scrambling to find qualified employees to fill their job openings.”",an email newsletter,"April 7, 2020 "
242,true,John Bel Edwards,"Says of the coronavirus threat, “there was not a single suggestion by anyone, a doctor, a scientist, a political figure, that we needed to cancel Mardi Gras.”",a CNN interview,"April 5, 2020 "
243,true,Viral image,Photo shows a crowded New York City subway train during stay-at-home order.,a Facebook post,"April 2, 2020 "
244,true,Facebook posts,"“On February 7, the WHO warned about the limited stock of PPE. That same day, the Trump administration announced it was sending 18 tons of masks, gowns and respirators to China.”",a Facebook post,"March 31, 2020 "
245,true,Pat Toomey,“My mask will keep someone else safe and their mask will keep me safe.”,a video on Twitter,"March 28, 2020 "
246,true,Dan Crenshaw,Says longstanding Food and Drug Administration regulations “created barriers to the private industry creating a test quickly” for the coronavirus.,a tweet,"March 13, 2020 "
247,true,Andrew Cuomo,“No city in the state can quarantine itself without state approval.”,a news conference,"March 17, 2020 "
248,true,Kelly Alexander,"Says ""most"" NC legislators are in the ""high risk age group"" for coronavirus",a tweet,"March 11, 2020 "
249,true,Viral image,Says Spectrum will provide free internet to students during coronavirus school closures.,a Facebook post,"March 13, 2020 "
250,true,Michael Dougherty,"“Some states are only getting 50 tests per day, and the Utah Jazz got 58.”",a tweet,"March 12, 2020 "
251,true,Bloggers,“Whole of Italy goes into quarantine.”,a blog post,"March 10, 2020 "
252,true,Roger Roth,“The average (Wisconsin) resident’s tax burden is at its lowest level in nearly 50 years while incomes continue to grow.”,a public forum,"January 20, 2020 "
253,true,Joe Biden,"“You’ve raised a lot more money than I have, Bernie.”",an interview with NBC,"March 5, 2020 "
254,true,Michael Bloomberg,"During his tenure as mayor of New York City, “street homelessness decreased by 28 percent.”",a news release,"January 30, 2020 "
255,true,Jane O’Meara Sanders,"""@BernieSanders receives strong support from the conservative & most rural part of Vermont.""",a tweet,"January 26, 2020 "
256,true,Amy Klobuchar,"“The majority of hunters now want universal background checks, the majority of Trump voters.”",an MSNBC interview,"February 20, 2020 "
257,true,Joe Biden,"“From the moment we passed that signature legislation, Mike (Bloomberg) called it a disgrace.”",comments during the February Democratic primary debate ,"February 19, 2020 "
258,true,Tom Barrett,"Says since he took office, the City of Milwaukee has seen the creation of 7,000 new affordable housing units.",a public forum,"November 20, 2019 "
259,true,Denver Riggleman,“Over 50% of the people now in the House and state Senate have not been born in Virginia.”,a radio interview.,"January 23, 2020 "
260,true,Cory Booker,National polls have “never predicted who will be president from our party. Carter was in the single digits a few months before caucuses. Bill Clinton was. Obama — 20 points behind in the national polls roughly.”,public comments,"January 9, 2020 "
261,true,Jake Tapper,"“Traditionally, the Speaker says: ‘Members of Congress, I have the high privilege and distinct honor of presenting to you the President of the United States.’ (Tonight) Speaker Pelosi said, ‘Members of Congress, the President of the United States.’ """,comments on CNN,"February 4, 2020 "
262,true,James White,"Says ""10% of U.S. children are Texans.""",a tweet,"January 27, 2020 "
263,true,Elizabeth Warren,"""The president of the United States already has the legal authority to reduce the price of many commonly used prescription drugs.""",comments made while campaigning ,"January 26, 2020 "
264,true,Pete Buttigieg,"""More than 80% of Republicans think we ought to at least be doing universal background checks.""",a Fox News town hall ,"January 26, 2020 "
265,true,Charles Schumer,"""The American people are overwhelmingly with us"" in calling witnesses in Senate trial",a news conference,"January 24, 2020 "
